 ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
11,1610.154104,1894.955342,2674.232922,3426.881798,2708.208695,3926.199488,4544.090367,4389.143727,5466.003462,7365.16792,0,944.5705687,1294.130946,1513.367659,1498.968435,1628.47072,2819.345949,1885.63143,2504.544564,2781.544153,3177.64349,4361.85456,4379.337133,5879.378986,3271.325085,3575.618304,3873.633538,6466.683245,2181.249123,5050.220334,2243.425133,3300.837061,2879.741873,2305.552113,3499.801823,3588.483545,4652.751032,3953.562544,3101.151813,5176.227524,4384.367044,3612.294326,4814.90394,5245.776183,5945.148539,5624.03583,4984.012339,6409.097225,6047.781737,7144.638637,6306.72113,6803.518938,7622.071131,6104.49812,6873.432162,6550.898845,6164.988719,6107.268406,5325.510188,4897.216264,4142.09328,2931.47847,4219.617555,3606.713153,3701.738771,2421.137209,3206.274456,2996.17364,2459.624527,2790.479822,2252.851191,1822.146621,3181.787796,2325.042796,1200.476666,2333.23502,1140.134581,1346.607924,1539.686326,1291.806467,774.7500582,498.8719899,821.6891068,804.1310143,1466.025472,779.8094625,944.7352715,1538.314643,406.8908992,4421.076979,3574.339793,3559.646715,3706.770647,3010.642024,2480.234127,2241.155175,1767.123105,2079.029805,892.8851313,2059.84026
12,1015.412347,1300.221145,2079.507958,2832.15651,2113.466581,3331.472051,3949.349337,3794.406655,4871.274494,6770.455221,944.5849944,0,455.647884,568.8061824,904.2237709,1033.725407,2224.620708,1516.793915,1909.801972,2186.800571,2582.899629,3767.134608,3784.609773,5284.671607,3387.559427,3073.252868,3278.886245,5871.954431,1586.506793,4455.483369,1298.877621,2356.303406,2285.027458,1710.826562,2905.099657,2993.771356,4058.051588,3358.848375,2506.426262,4581.529566,3789.653495,3017.565929,4220.191875,4651.064366,5350.450333,5029.321909,4389.286294,5814.399391,5453.069548,6549.941793,5712.007085,6208.806131,7027.373173,5509.769971,6278.702775,5956.159934,5570.256487,5512.527761,4730.768431,4495.50186,3872.25377,3876.06433,3624.871839,4036.471788,3106.996767,3233.66364,2611.525401,3096.061372,2757.508269,3735.073659,1969.971128,1631.652451,4126.380644,3269.642819,1610.398967,3277.828611,2084.726934,2291.196691,2484.271383,1114.53652,597.4801109,1430.232761,1766.282388,1486.753377,2060.808295,1374.5793,747.5169879,593.7498118,1351.478491,5365.670013,4386.866225,4504.239255,3112.035323,2415.90707,1885.499421,1646.421952,1135.918195,1134.476849,298.134838,1115.284087
13,559.763849,844.5703548,1623.854369,2376.503019,1657.818191,2875.819211,3493.700618,3338.756737,4415.622119,6314.797915,1294.146255,455.6455958,0,219.2377897,542.615422,741.3610127,1768.967203,1866.358908,1454.153727,1731.152626,2135.516939,3311.479499,3328.95691,4829.012689,3737.123042,3422.818241,3197.743463,5416.302009,1130.858468,3999.833418,949.3049949,2006.72658,1829.370672,1255.173151,2449.439159,2538.113895,3602.390265,2903.191514,2050.772851,4125.867794,3333.996447,2561.913381,3764.534376,4195.406793,4894.788636,4573.664973,3933.633032,5358.737581,4997.412088,6094.279683,5256.350187,5753.148858,6571.7114,5054.117347,5823.050527,5500.510573,5114.605101,5056.878925,4275.119933,4845.066948,4221.818482,4225.625329,3375.486451,4386.034512,2651.348343,3583.225277,2718.461689,3445.625034,3107.071368,4084.632238,2319.535877,1981.216938,4475.939522,3619.199521,1959.961747,3627.387264,2434.285963,2640.756807,2833.832625,1464.100969,947.0445602,1779.794059,2115.841135,1854.546779,2516.444339,1830.219283,1203.16046,437.2200742,1701.038964,5715.228835,4736.427861,4853.798227,2656.384874,1960.256509,1429.848785,1190.770867,680.2670342,784.9058731,537.1305516,765.7140866
14,614.0659544,898.8783713,1678.169603,2430.818001,1712.120018,2930.132512,3548.003291,3393.062505,4469.934223,6369.122738,1513.402433,568.8105344,219.2389983,0,761.8551094,960.6012074,1823.28222,2085.605462,1546.291845,1928.902025,2354.755998,3365.798652,3383.270271,4883.341671,3956.37315,3642.063816,3416.985205,5470.614234,1195.078475,4054.13927,759.8783634,1787.510541,1883.694153,1309.487926,2503.772215,2592.439116,3656.725449,2957.515187,2105.087626,4180.204139,3388.320605,2616.225931,3818.859695,4249.732305,4949.124787,4627.98884,3987.947422,5413.074023,5051.737309,6148.616899,5310.673957,5807.473596,6626.047745,5108.430092,5877.362303,5554.814903,5168.914653,5111.1819,4329.422038,5064.313261,4441.065762,4444.882184,3594.726961,4605.286918,2705.650255,3802.480487,2937.70481,3664.875023,3326.322807,4303.895331,2538.783061,2200.464798,4695.201842,3838.467451,2179.214008,3846.650165,2653.547896,2860.015935,3053.088851,1683.348927,1166.292518,1999.050141,2335.103794,2055.576854,2462.174344,1775.939134,1148.871315,382.9209674,1920.297173,5934.4913,4955.683071,5073.060306,2710.692009,2014.563933,1484.156403,1245.079645,734.5760063,565.6747456,756.37464,546.4804436
15,199.0234493,720.8761178,1175.2224,1927.871967,1209.234809,2427.194251,3045.114168,2890.159069,3967.001494,5866.1312,1498.923369,904.2028652,542.6129249,761.8463348,0,198.7437519,1320.336019,1323.718603,1005.5717,1282.573404,1678.673337,2862.833332,2880.33173,4380.330903,3194.469856,2880.181481,2655.120593,4967.680945,682.2757003,3551.235448,1491.873976,2549.256304,1846.393173,1232.641803,2532.921529,2089.445737,3153.686005,2454.528964,1602.142545,3677.159324,2885.332141,2113.291137,3315.865867,3746.737581,4446.080869,4125.001721,3485.004126,4910.02876,4548.743929,5645.568058,4807.687286,5304.48245,6123.002931,4605.494401,5374.431087,5051.918119,4665.993723,4608.291383,3826.535541,4302.427515,3679.175548,3682.947693,2832.868049,3843.373,2202.764654,3040.553601,2175.833825,2902.972282,2564.413358,3541.931996,1776.893289,1438.571896,3933.242085,3076.481751,1417.300762,3084.68772,1891.589925,2098.070933,2291.157266,921.4555765,724.1957766,1237.119228,1573.142469,2303.027422,2964.912365,2278.724107,1651.697884,885.7935994,1369.182002,5172.530871,4193.756185,4311.101663,2207.782256,1511.652843,981.2444159,742.1622935,1015.581992,1327.490276,606.0712776,1308.307605
16,397.7638641,919.6094382,1125.315201,1798.349505,1079.728134,2297.673806,2915.606478,2760.647663,3837.482485,5736.596927,1628.407858,1033.700891,741.3552408,960.5872002,198.743143,0,1190.813513,1124.967219,876.0654751,1153.068108,1549.168302,2733.305864,2750.811212,4250.791639,2995.714205,2681.431271,2456.374984,4838.161791,552.7692295,3421.723942,1690.601738,2747.971064,2045.107933,1431.367012,2731.624798,1959.910985,3024.139297,2324.99607,1472.620329,3547.611222,2755.798666,1983.771592,3186.330999,3617.20248,4316.532999,3995.468594,3355.482374,4780.480542,4419.209178,5516.018911,4678.154276,5174.948278,5993.454829,4475.974623,5244.912471,4922.40844,4536.477777,4478.783331,3697.028533,4103.67642,3480.423293,3484.183945,2634.123919,3644.614593,2073.257878,2841.791827,1977.086562,2704.216775,2365.65611,3343.160762,1578.141149,1239.818944,3734.471779,2877.704711,1218.542529,2885.916716,1692.820083,1899.304458,2092.394273,722.7025076,853.6901312,1129.536249,1691.054907,2432.500071,3094.380834,2408.204764,1781.189337,1015.297009,1498.664053,4973.760391,3994.994411,4112.331646,2078.269211,1382.13945,851.7307909,677.3627235,1214.314165,1526.223146,735.5702761,1507.043494
17,1209.129725,924.3569255,174.6825398,612.4947114,1688.929803,1341.205704,3409.288347,2831.920094,3044.284814,4545.774805,2819.193548,2224.496491,1768.884541,1823.193162,1320.304457,1190.799731,0,2075.580322,1536.323589,1918.928582,2344.781093,1542.488721,1786.078578,3059.965866,3946.324187,3632.045234,3406.992314,4028.435055,1185.111589,3481.609683,1063.387972,1797.331163,1094.468031,513.7926706,1780.976491,769.0885139,1833.30808,1134.174958,314.8649468,2356.778986,1564.977128,1129.600037,1995.508443,2426.379754,3125.700933,2804.647312,2250.436344,3589.64822,3228.386706,4325.18591,3487.333079,3984.126231,4802.622592,3595.356564,4496.343275,5190.009431,4091.49241,4931.326194,4268.213352,5054.289735,4431.035759,4434.787999,3584.742332,4595.222556,2670.889201,3792.397326,2927.702681,3654.826862,3316.264922,4293.759335,2528.753699,2190.430899,4685.071032,3828.299034,2169.15062,3836.515459,2643.419676,2849.906515,3042.998879,1673.314378,2044.483043,2320.322025,2881.834904,3623.277093,4285.154797,3598.98765,2971.980126,2206.096549,2689.447959,5924.359516,4945.59991,5062.931111,1963.130519,1227.514658,670.659495,578.1607574,1088.665695,1479.730531,1926.366587,1803.804463
18,1522.684889,2044.500588,2250.16987,1541.052514,822.4976292,2040.385311,2658.371694,2503.397234,3580.200038,5479.250197,1885.544935,1516.77692,1866.284272,2085.510123,1323.675657,1124.935078,2075.488235,0,618.8368608,895.8434047,1291.944701,2475.987793,2493.522412,3993.423889,1870.729022,1689.978081,1987.958867,4580.878732,890.4324389,3164.473091,2815.469481,3872.784055,3169.920924,2556.224,3856.389396,2698.646395,2993.800242,2122.363054,1760.6243,3290.206257,2498.455296,1726.486886,2928.981766,3359.852268,4059.129013,3738.126694,3098.188377,4523.075087,4161.860434,5258.609544,4420.812866,4917.601977,5736.049863,4218.688938,4987.631676,4665.165283,4279.208227,4221.547023,3439.796619,3011.582669,2355.452408,2359.164663,2333.931805,2519.617799,1816.026944,1716.780857,1320.612171,1579.232198,1240.6642,2218.109952,453.1707466,114.84512,2609.424881,1752.629455,685.103479,1760.866879,1530.723202,941.5108567,967.3781677,593.8123472,1110.868756,1386.673816,1948.159233,2689.587289,3351.450456,2665.325707,2038.355745,2110.480681,1755.790866,3848.712758,2869.983441,2987.285965,1821.011878,1124.880654,1404.859641,1802.250023,2339.200485,2651.112397,1329.204001,2631.945459
19,983.4634056,1505.277384,1710.944565,923.7684442,203.6606595,1421.545002,2039.534478,1884.559117,2961.360077,4860.406535,2504.376522,1909.729849,1454.144256,1546.288749,1005.561094,876.0541013,1536.262993,618.8343898,0,382.6015356,808.4530734,1857.145781,1874.682085,3374.579017,2409.94681,2095.688105,1870.652306,3962.038735,351.211086,2545.63495,2276.244929,3333.556351,2630.693219,2016.998829,3317.158906,2159.418184,2454.569134,1583.135294,1221.399129,2671.359243,1879.611828,1107.646795,2310.13796,2741.008405,3440.282056,3119.28331,2479.34775,3904.228044,3543.016656,4639.762277,3801.96951,4298.75834,5117.202849,3599.84879,4368.79181,4046.327584,3660.369008,3602.709719,2820.959568,3517.929311,2894.671019,2898.380485,2048.407831,3058.834917,1197.18995,2255.997158,1391.356517,2118.45002,1779.881599,2757.323957,992.3893855,682.3070731,3148.639111,2291.842051,1303.936207,2300.080941,2149.553112,1560.341584,1506.594173,1212.646328,1729.702737,2005.505431,2566.988932,3308.416002,3970.278155,3284.156364,2657.189023,1891.349945,2374.621862,4387.926946,3409.199743,3526.500266,1202.173363,506.0420552,865.6365529,1263.026597,1799.977003,2111.889084,1611.603565,2092.722877
20,1366.0615,1887.861218,2093.510988,1306.335478,229.9908808,1144.507786,1762.522897,1607.540069,2684.325747,4583.341524,2781.341468,2186.722006,1731.150645,1928.887749,1282.565821,1153.057604,1918.829939,895.8225526,382.5996688,0,425.8510118,1580.094448,1597.644722,3097.503974,2027.318093,1713.070323,1488.043771,3685.004113,733.8102613,2268.615701,2658.817592,3716.102882,3013.23975,2399.566359,3699.682341,2541.960517,2837.087435,1965.68136,1603.966659,2472.102886,1602.548421,830.6113868,2033.071754,2463.941732,3163.189718,2842.220604,2202.307908,3627.135005,3265.950685,4362.667371,3524.907038,4021.693534,4840.110044,3322.812915,4091.758269,3769.312007,3383.340834,3325.697411,2543.949358,3135.309751,2512.049127,2515.735494,1665.80227,2676.200658,920.1802065,1873.356134,1008.744657,1735.821592,1397.249672,2374.663917,609.767724,959.2920834,2765.980938,2059.950663,1580.910604,1917.421365,2426.504176,1837.299414,1248.266625,1489.631105,2006.687514,2282.470611,2843.938246,3585.357151,4247.210904,3561.11361,2934.167968,2168.352922,2651.581909,4005.268422,3026.558718,3143.842674,925.1510194,691.3675188,1248.221349,1645.608594,2182.558533,2494.472013,1888.597676,2475.311875
21,1791.907567,2313.689516,2519.317586,1732.142837,655.8377858,1003.448462,1366.414359,1211.422225,2288.188858,4187.1664,3177.391889,2582.806336,2135.515995,2354.734945,1678.665818,1549.156076,2344.637189,1291.901906,808.4476986,425.8503563,0,1366.29605,1201.504055,2701.316348,1601.433863,1287.19972,1062.184691,3288.866861,1159.657676,1872.497606,3084.631967,4141.88469,3439.021558,2825.374337,4125.435365,2967.737094,3262.834063,2391.46259,2029.774637,2897.846022,2026.771465,1215.06154,1754.539374,2067.764537,2766.980539,2446.048354,1806.164149,3230.924952,2869.774363,3966.454991,3128.735078,3625.518665,4443.900282,2926.674101,3695.622364,3373.198488,2987.211617,2929.587967,2147.842527,2709.436931,2086.173402,2089.830981,1239.946897,2250.309522,524.0739589,1447.456566,582.8814346,1309.937723,971.3614405,1948.740651,924.6728876,1355.367508,2340.059999,2455.965753,1976.972802,1761.47996,2822.537295,2233.340965,1644.3169,1885.706238,2402.762647,2678.521323,3239.969185,3981.377914,4643.2212,3957.154433,3330.235835,2564.450738,3047.626224,3579.347046,2600.65915,2717.922459,529.029069,1117.197596,1674.050844,2071.434602,2608.383957,2920.299181,2284.684441,2901.146605
22,2751.461298,2466.742991,1687.566674,934.914248,1653.402799,435.5729742,2430.836169,1853.496452,2065.919573,3003.233813,4361.35214,3766.759067,3311.20151,3365.521274,2862.615074,2733.105671,1542.450607,2475.855741,1857.06168,1580.051234,1366.308517,0,807.7249246,1517.386536,2967.749748,2653.512583,2428.494998,3050.07093,2180.359991,2503.18681,2605.81673,2775.591527,2072.728396,2056.241044,2759.148592,1601.445093,1896.548709,1025.169556,1260.641344,1531.561444,660.478754,749.4676194,452.9628847,883.8324095,1583.055511,1262.115129,1272.092169,2047.000119,1685.842042,2782.530674,1944.801789,2441.586021,3259.975384,2616.997228,3517.975019,4211.572526,3113.103644,3952.876795,3289.755937,4075.750285,3452.487401,3456.151363,2606.256382,3616.626938,1692.43,2813.775852,1949.192661,2676.253528,2337.678213,3315.065191,2108.627143,2539.322215,3706.384023,3639.933837,3160.930442,2945.444691,4006.501382,3417.303183,2828.277184,3069.66101,3586.717418,3862.48151,4423.933755,5165.34474,5827.190346,5141.116812,4514.192218,3748.400479,4231.587829,4945.671167,3966.978436,4084.246323,984.7194702,1351.048,1881.458616,2120.553845,2631.060569,3022.120058,3468.636633,3346.170801
